period,true_value,mm_signal,mm_bid,mm_ask,mm_num_buys,mm_num_sells,mm_pnl,bot_tight_bid,bot_tight_ask,bot_wide_bid,bot_wide_ask,bot_skewed_bid,bot_skewed_ask,bot_noisy_bid,bot_noisy_ask,bot_fade_bid,bot_fade_ask
620,646.77,635.24,565.24,705.24,0,0,0.0,573.71,683.71,546.9,786.9,566.03,721.03,501.19,591.59,544.17,653.87
621,994.23,1002.17,932.17,1072.17,0,0,0.0,955.98,1065.98,857.43,1097.43,901.53,1056.53,957.46,1036.5,862.18,1084.12
622,127.68,245.6,175.6,315.6,0,26,-1246.07,0.0,86.57,0.0,204.62,117.89,272.89,83.12,263.1,59.45,243.94
623,500.53,555.72,485.72,625.72,0,0,0.0,396.24,506.24,378.84,618.84,368.97,523.97,456.57,559.25,525.85,629.1
624,533.69,536.02,466.02,606.02,0,0,0.0,470.96,580.96,477.46,717.46,503.12,658.12,466.94,615.04,469.61,553.0
625,862.57,997.62,927.62,1067.62,0,32,-2081.6,862.81,972.81,696.49,936.49,787.89,942.89,832.18,946.6,779.58,972.37
626,817.79,779.68,709.68,849.68,8,0,255.09,832.55,942.55,702.71,942.71,812.96,967.96,830.0,940.07,711.97,880.9
627,62.26,107.62,37.62,177.62,0,0,0.0,54.86,164.86,0.0,159.27,119.0,274.0,0.0,74.04,37.03,227.37
628,420.44,429.18,359.18,499.18,0,0,0.0,360.97,470.97,279.48,519.48,364.33,519.33,398.43,475.26,393.03,490.5
629,535.83,489.98,419.98,559.98,0,0,0.0,513.25,623.25,481.07,721.07,460.28,615.28,507.1,594.4,447.01,530.4
630,26.91,0.0,0.0,70.0,0,0,0.0,23.3,133.3,0.0,195.0,36.28,191.28,0.0,59.78,0.0,179.37
631,140.03,154.64,84.64,224.64,0,0,0.0,6.94,116.94,4.28,244.28,123.95,278.95,87.34,189.49,0.0,192.92
632,787.1,828.23,758.23,898.23,0,0,0.0,779.24,889.24,585.99,825.99,708.45,863.45,751.89,913.05,690.96,852.47
633,766.84,751.84,681.84,821.84,0,0,0.0,671.29,781.29,677.18,917.18,719.85,874.85,751.73,888.33,590.27,716.25
634,900.68,963.13,893.13,1033.13,0,15,113.3,866.34,976.34,759.14,999.14,854.65,1009.65,805.65,886.85,784.59,979.15
635,165.22,182.02,112.02,252.02,0,0,0.0,124.96,234.96,49.9,289.9,109.56,264.56,93.11,221.38,52.5,238.81
636,468.78,491.71,421.71,561.71,0,0,0.0,387.69,497.69,413.4,653.4,478.37,633.37,534.63,582.7,413.57,505.68
637,317.28,215.16,145.16,285.16,26,0,-835.18,348.52,458.52,150.51,390.51,266.19,421.19,196.31,306.51,194.14,343.5
638,46.54,0.0,0.0,70.0,0,8,372.3,0.0,55.0,0.0,159.74,0.0,100.0,0.0,134.79,0.0,148.76
639,377.03,442.38,372.38,512.38,0,0,0.0,293.6,403.6,280.28,520.28,390.52,545.52,355.17,463.15,291.55,415.49
640,576.88,532.71,462.71,602.71,0,0,0.0,411.73,521.73,404.86,644.86,448.31,603.31,538.67,657.39,547.36,658.19
641,21.11,135.59,65.59,205.59,0,24,-1067.48,0.0,81.33,0.0,143.13,30.0,185.0,0.0,170.7,0.0,165.35
642,193.84,183.34,113.34,253.34,0,0,0.0,129.35,239.35,127.22,367.22,92.11,247.11,155.54,299.02,177.32,331.06
643,339.68,257.99,187.99,327.99,21,0,-245.37,234.12,344.12,188.35,428.35,227.57,382.57,388.66,472.85,246.06,381.87
644,247.04,271.95,201.95,341.95,0,0,0.0,158.73,268.73,200.15,440.15,167.03,322.03,237.34,346.08,196.04,344.9
645,460.71,483.38,413.38,553.38,0,0,0.0,337.89,447.89,361.07,601.07,339.35,494.35,435.81,553.33,385.4,484.86
646,354.25,271.07,201.07,341.07,21,0,-276.69,323.03,433.03,149.1,389.1,286.51,441.51,289.5,407.82,265.35,396.13
647,178.4,253.42,183.42,323.42,0,15,-75.31,143.28,253.28,27.62,267.62,92.07,247.07,81.69,229.93,121.73,289.97
648,296.72,334.99,264.99,404.99,0,0,0.0,268.12,378.12,166.31,406.31,299.93,454.93,247.47,330.38,233.66,372.7
649,169.41,129.7,59.7,199.7,0,0,0.0,66.01,176.01,36.7,276.7,102.77,257.77,81.48,204.92,33.62,224.85
650,984.39,964.44,894.44,1034.44,0,0,0.0,1026.36,1136.36,884.85,1124.85,873.17,1028.17,986.49,1131.84,889.5,1121.09
651,488.17,453.04,383.04,523.04,0,0,0.0,401.66,511.66,317.74,557.74,474.04,629.04,475.3,609.85,452.65,534.57
652,667.52,762.36,692.36,832.36,0,24,-596.03,641.81,751.81,556.04,796.04,514.3,669.3,621.99,717.58,545.11,655.14
653,182.02,205.21,135.21,275.21,0,0,0.0,247.56,357.56,43.57,283.57,149.14,304.14,111.6,252.85,50.05,236.99
654,44.85,12.09,0.0,82.09,7,0,260.69,67.66,177.66,0.0,131.35,75.86,230.86,36.29,101.78,0.0,115.0
655,148.86,87.5,17.5,157.5,0,0,0.0,69.56,179.56,23.29,263.29,58.83,213.83,174.49,278.99,0.0,148.13
656,482.2,447.69,377.69,517.69,10,0,354.84,494.95,604.95,314.67,554.67,501.6,656.6,512.69,651.81,506.92,603.48
657,847.47,888.54,818.54,958.54,0,0,0.0,857.93,967.93,817.43,1057.43,750.81,905.81,752.25,851.81,719.95,891.69
658,266.76,326.75,256.75,396.75,0,0,0.0,185.98,295.98,183.23,423.23,164.65,319.65,268.55,340.82,183.36,335.52
659,462.05,479.17,409.17,549.17,0,2,105.76,351.32,461.32,310.66,550.66,322.96,477.96,314.5,457.15,323.2,438.89
660,281.94,282.39,212.39,352.39,0,0,0.0,182.81,292.81,172.21,412.21,202.78,357.78,282.36,371.98,193.95,343.36
661,425.69,432.15,362.15,502.15,0,0,0.0,251.71,361.71,232.09,472.09,410.16,565.16,345.07,476.64,306.79,426.76
662,513.65,498.01,428.01,568.01,0,0,0.0,469.06,579.06,353.97,593.97,431.54,586.54,453.04,599.35,441.33,526.2
663,534.32,459.98,389.98,529.98,20,0,-86.93,500.67,610.67,425.49,665.49,427.89,582.89,445.37,532.09,554.71,668.14
664,181.99,195.48,125.48,265.48,0,0,0.0,92.02,202.02,63.5,303.5,86.23,241.23,133.22,310.99,64.46,247.64
665,969.6,1109.73,1039.73,1179.73,0,36,-2524.72,924.35,1034.35,835.56,1075.56,898.76,1053.76,929.64,1005.97,785.95,981.0
666,623.54,603.08,533.08,673.08,0,0,0.0,491.53,601.53,552.37,792.37,594.66,749.66,587.36,655.69,677.0,833.59
667,287.51,323.5,253.5,393.5,0,0,0.0,267.54,377.54,111.66,351.66,243.58,398.58,294.03,406.2,203.49,350.4
668,154.94,91.8,21.8,161.8,10,0,68.67,148.12,258.12,66.6,306.6,128.76,283.76,90.12,172.34,95.64,270.69
669,565.28,570.58,500.58,640.58,0,0,0.0,506.99,616.99,471.24,711.24,442.63,597.63,533.37,592.72,434.66,521.27
670,636.84,558.34,488.34,628.34,26,0,-221.11,645.84,755.84,445.2,685.2,604.31,759.31,548.34,669.97,598.97,728.02
671,148.04,161.48,91.48,231.48,0,0,0.0,112.76,222.76,35.68,275.68,27.17,182.17,38.99,122.18,61.36,245.35
672,952.54,912.01,842.01,982.01,14,0,412.53,945.66,1055.66,820.56,1060.56,893.81,1048.81,872.47,1008.89,838.58,1052.2
673,687.53,714.11,644.11,784.11,0,0,0.0,589.85,699.85,555.14,795.14,757.94,912.94,597.5,677.05,615.84,750.84
674,815.41,808.34,738.34,878.34,0,0,0.0,855.13,965.13,727.42,967.42,815.37,970.37,660.93,818.63,721.92,894.37
675,454.04,434.73,364.73,504.73,0,0,0.0,372.7,482.7,355.12,595.12,387.06,542.06,329.63,468.56,405.12,499.44
676,782.94,793.92,723.92,863.92,0,0,0.0,783.64,893.64,674.73,914.73,662.17,817.17,735.82,817.06,675.49,831.55
677,234.44,286.06,216.06,356.06,0,0,0.0,210.25,320.25,105.08,345.08,203.82,358.82,203.86,324.64,226.23,367.22
678,731.73,762.14,692.14,832.14,0,0,0.0,658.95,768.95,584.55,824.55,712.29,867.29,563.9,713.98,670.43,824.7
679,381.25,430.99,360.99,500.99,0,0,0.0,263.67,373.67,230.64,470.64,332.28,487.28,288.97,354.1,375.57,477.6
680,541.97,554.99,484.99,624.99,0,0,0.0,419.25,529.25,407.36,647.36,534.95,689.95,428.88,594.43,568.15,686.33
681,870.31,900.38,830.38,970.38,0,0,0.0,838.58,948.58,764.7,1004.7,828.49,983.49,871.5,993.36,805.91,1007.99
682,511.7,473.1,403.1,543.1,7,0,219.81,442.13,552.13,358.19,598.19,462.09,617.09,417.52,557.23,470.32,553.97
683,331.14,309.39,239.39,379.39,0,0,0.0,246.66,356.66,287.65,527.65,218.36,373.36,252.6,355.4,229.12,369.35
684,106.93,48.01,0.0,118.01,18,0,199.47,100.39,210.39,39.61,279.61,0.0,152.0,55.8,147.83,98.69,272.95
685,735.48,767.59,697.59,837.59,0,0,0.0,651.06,761.06,602.07,842.07,674.42,829.42,765.84,795.54,729.08,904.04
686,419.86,417.4,347.4,487.4,0,0,0.0,370.0,480.0,349.61,589.61,324.4,479.4,373.75,461.3,423.56,513.07
687,44.84,50.32,0.0,120.32,0,0,0.0,0.0,88.29,0.0,169.96,4.04,159.04,0.0,64.19,0.0,156.41
688,27.32,48.4,0.0,118.4,0,0,0.0,4.12,114.12,0.0,142.63,8.98,163.98,0.0,105.35,0.0,173.48
689,898.91,786.33,716.33,856.33,23,0,-979.42,937.83,1047.83,798.77,1038.77,896.63,1051.63,834.06,934.92,846.17,1062.47
690,680.31,614.89,544.89,684.89,13,0,59.5,656.38,766.38,585.4,825.4,648.66,803.66,706.7,808.51,567.33,685.21
691,957.27,931.92,861.92,1001.92,0,0,0.0,924.41,1034.41,744.68,984.68,959.92,1114.92,918.2,1031.52,816.41,1022.21
692,44.12,31.87,0.0,101.87,0,0,0.0,0.0,92.53,0.0,168.16,37.64,192.64,0.0,36.8,0.0,115.0
693,970.84,949.72,879.72,1019.72,0,0,0.0,870.73,980.73,869.23,1109.23,897.3,1052.3,914.39,1021.65,895.78,1129.59
694,125.95,20.17,0.0,90.17,22,0,-787.13,127.93,237.93,13.48,253.48,135.44,290.44,74.19,200.39,17.22,212.73
695,236.58,198.6,128.6,268.6,0,0,0.0,198.75,308.75,26.38,266.38,188.49,343.49,187.5,321.36,165.5,322.32
696,737.33,737.06,667.06,807.06,0,0,0.0,636.44,746.44,589.92,829.92,710.49,865.49,613.21,744.99,713.52,883.0
697,638.66,651.1,581.1,721.1,0,0,0.0,524.24,634.24,492.59,732.59,453.91,608.91,620.56,731.44,631.95,772.64
698,529.46,464.36,394.36,534.36,9,0,44.14,471.12,581.12,379.83,619.83,430.0,585.0,395.62,585.54,506.64,603.1
699,100.08,97.21,27.21,167.21,5,0,335.64,66.7,176.7,0.0,174.63,115.34,270.34,116.11,259.33,66.62,249.24
700,180.95,188.51,118.51,258.51,0,0,0.0,185.46,295.46,134.13,374.13,81.6,236.6,57.42,227.54,95.99,270.95
701,663.89,665.14,595.14,735.14,0,0,0.0,606.53,716.53,544.2,784.2,596.64,751.64,638.27,784.61,620.96,757.77
702,487.77,433.68,363.68,503.68,10,0,159.04,456.7,566.7,407.22,647.22,404.55,559.55,470.49,567.68,492.12,583.45
703,455.73,462.44,392.44,532.44,0,0,0.0,386.55,496.55,355.63,595.63,412.05,567.05,513.21,605.27,356.23,463.3
704,50.64,83.63,13.63,153.63,0,0,0.0,0.0,55.0,0.0,164.68,48.78,203.78,0.0,40.32,0.0,115.0
705,755.17,677.87,607.87,747.87,17,0,-124.12,679.8,789.8,652.32,892.32,690.96,845.96,753.72,913.01,639.53,782.89
706,13.55,61.52,0.0,131.52,0,0,0.0,0.0,82.26,0.0,120.0,77.13,232.13,0.0,58.02,0.0,115.0
707,392.35,396.09,326.09,466.09,0,0,0.0,367.73,477.73,213.34,453.34,432.8,587.8,269.54,444.73,340.11,451.39
708,702.64,624.35,554.35,694.35,23,0,-190.72,605.48,715.48,555.1,795.1,693.13,848.13,574.68,712.83,670.21,824.4
709,632.2,603.64,533.64,673.64,0,0,0.0,595.82,705.82,440.81,680.81,497.26,652.26,512.89,690.26,608.44,740.82
710,843.75,883.48,813.48,953.48,0,0,0.0,785.77,895.77,862.56,1102.56,895.97,1050.97,763.81,909.17,735.21,912.35
711,303.28,354.08,284.08,424.08,0,8,153.58,237.29,347.29,122.9,362.9,241.28,396.28,191.26,343.27,213.66,357.92
712,851.84,803.74,733.74,873.74,13,0,284.6,810.99,920.99,781.38,1021.38,806.31,961.31,867.3,976.69,742.52,922.24
713,276.53,414.96,344.96,484.96,0,31,-2121.37,236.59,346.59,200.82,440.82,93.97,248.97,220.29,384.68,163.26,320.67
714,642.75,629.65,559.65,699.65,0,0,0.0,637.51,747.51,455.97,695.97,559.1,714.1,594.66,671.58,549.1,660.55
715,94.1,44.65,0.0,114.65,0,0,0.0,101.19,211.19,0.0,216.94,55.25,210.25,0.0,60.69,26.27,219.42
716,566.07,531.08,461.08,601.08,0,0,0.0,511.62,621.62,445.46,685.46,539.04,694.04,651.6,769.41,448.59,531.57
717,921.47,913.21,843.21,983.21,0,0,0.0,854.83,964.83,808.91,1048.91,815.95,970.95,838.16,1033.08,806.52,1008.82
718,417.23,378.29,308.29,448.29,0,0,0.0,356.24,466.24,377.96,617.96,250.95,405.95,452.12,496.58,267.03,397.37
719,726.57,779.88,709.88,849.88,0,0,0.0,664.07,774.07,628.67,868.67,710.86,865.86,657.61,819.84,600.59,730.22
720,603.94,577.77,507.77,647.77,0,0,0.0,524.79,634.79,460.73,700.73,543.84,698.84,483.39,618.05,521.23,622.85
721,39.02,0.0,0.0,70.0,0,0,0.0,0.0,108.7,9.94,249.94,24.04,179.04,0.0,22.88,0.0,150.81
722,41.87,76.94,6.94,146.94,0,0,0.0,41.12,151.12,0.0,166.09,0.0,112.18,0.0,72.45,0.0,194.41
723,289.43,277.55,207.55,347.55,0,0,0.0,266.67,376.67,150.09,390.09,251.64,406.64,226.07,382.89,86.46,263.91
724,304.91,377.75,307.75,447.75,0,18,-51.03,266.81,376.81,144.41,384.41,296.41,451.41,273.39,373.8,144.32,306.67
725,111.07,102.21,32.21,172.21,0,0,0.0,10.01,120.01,3.41,243.41,159.28,314.28,131.35,254.34,0.0,186.7
726,425.06,475.35,405.35,545.35,0,10,197.11,402.8,512.8,242.49,482.49,324.23,479.23,355.17,492.06,384.48,484.18
727,368.5,430.18,360.18,500.18,0,0,0.0,296.83,406.83,190.86,430.86,242.46,397.46,282.17,341.78,381.75,482.16
728,181.62,248.74,178.74,318.74,0,20,57.67,123.87,233.87,76.75,316.75,156.53,311.53,156.27,222.74,95.77,270.78
729,186.47,143.11,73.11,213.11,0,0,0.0,14.48,124.48,3.22,243.22,190.02,345.02,148.11,289.45,78.09,257.72
730,762.13,770.58,700.58,840.58,0,3,184.68,665.28,775.28,622.55,862.55,661.05,816.05,634.62,732.54,624.78,762.93
731,96.96,110.52,40.52,180.52,0,0,0.0,54.88,164.88,0.0,186.95,66.26,221.26,27.38,168.75,0.0,170.05
732,907.54,856.62,786.62,926.62,11,0,209.86,873.54,983.54,770.92,1010.92,801.6,956.6,823.74,972.52,862.33,1084.33
733,629.37,598.9,528.9,668.9,0,0,0.0,549.35,659.35,512.16,752.16,558.54,713.54,561.33,690.02,624.55,762.63
734,913.62,828.23,758.23,898.23,21,0,-323.06,840.19,950.19,731.32,971.32,919.5,1074.5,855.59,1051.78,733.77,910.4
735,726.19,724.51,654.51,794.51,0,0,0.0,649.34,759.34,585.93,825.93,685.05,840.05,686.19,783.11,577.45,698.9
736,188.4,133.26,63.26,203.26,0,0,0.0,110.91,220.91,124.14,364.14,17.48,172.48,92.86,276.82,106.38,278.63
737,211.48,255.83,185.83,325.83,0,0,0.0,128.93,238.93,0.0,220.41,88.12,243.12,184.03,315.33,229.67,369.75
738,89.96,103.43,33.43,173.43,0,0,0.0,72.39,182.39,0.0,155.1,0.0,127.22,46.43,199.31,109.31,280.79
739,613.27,587.09,517.09,657.09,0,0,0.0,523.15,633.15,424.72,664.72,538.6,693.6,571.81,693.19,518.46,619.09
740,221.69,123.54,53.54,193.54,21,0,-591.07,130.78,240.78,63.3,303.3,209.54,364.54,145.04,283.62,124.03,291.67
741,590.15,583.08,513.08,653.08,0,0,0.0,569.18,679.18,558.08,798.08,471.72,626.72,575.12,714.14,478.89,565.55
742,182.51,208.5,138.5,278.5,0,3,132.03,73.39,183.39,59.4,299.4,62.7,217.7,99.07,293.52,104.78,277.45
743,639.64,600.86,530.86,670.86,0,0,0.0,545.16,655.16,536.92,776.92,487.66,642.66,593.64,680.7,600.88,730.61
744,669.96,662.2,592.2,732.2,5,0,311.16,646.39,756.39,580.17,820.17,673.45,828.45,643.34,735.06,617.88,753.6
745,718.74,775.96,705.96,845.96,0,0,0.0,570.91,680.91,585.0,825.0,736.89,891.89,528.95,680.13,604.32,735.26
746,452.89,411.71,341.71,481.71,18,0,518.83,461.06,571.06,331.28,571.28,454.97,609.97,447.95,533.91,392.91,490.41
747,760.98,680.33,610.33,750.33,21,0,-223.61,752.66,862.66,611.19,851.19,697.15,852.15,629.4,819.57,655.19,804.08
748,842.88,857.64,787.64,927.64,0,0,0.0,791.0,901.0,726.61,966.61,729.2,884.2,858.57,944.62,758.63,944.03
749,498.5,332.81,262.81,402.81,39,0,-3731.8,420.07,530.07,383.75,623.75,403.63,558.63,377.25,527.36,536.34,643.28
750,810.97,814.01,744.01,884.01,0,0,0.0,836.21,946.21,711.5,951.5,582.37,737.37,684.35,869.61,691.12,852.7
751,941.62,939.56,869.56,1009.56,0,0,0.0,898.45,1008.45,767.75,1007.75,875.05,1030.05,782.07,970.79,909.36,1147.95
752,33.53,86.51,16.51,156.51,0,8,136.12,5.9,115.9,0.0,135.6,0.0,137.2,0.0,53.87,0.0,125.76
753,831.75,899.64,829.64,969.64,0,20,42.19,751.98,861.98,792.63,1032.63,744.91,899.91,799.96,893.28,748.38,930.17
754,877.03,812.7,742.7,882.7,21,0,118.92,820.37,930.37,699.52,939.52,831.76,986.76,865.99,940.4,797.59,996.74
755,778.41,745.38,675.38,815.38,0,0,0.0,683.23,793.23,638.02,878.02,696.91,851.91,793.35,906.27,730.1,905.43
756,763.93,737.7,667.7,807.7,0,0,0.0,723.29,833.29,582.44,822.44,740.64,895.64,688.88,809.71,619.54,755.85
757,377.54,466.16,396.16,536.16,0,20,-372.38,266.09,376.09,122.79,362.79,395.42,550.42,260.42,440.35,182.11,334.61
758,235.62,126.87,56.87,196.87,0,0,0.0,237.87,347.87,224.39,464.39,152.57,307.57,26.16,172.35,146.55,308.32
759,769.07,861.09,791.09,931.09,0,23,-506.41,704.68,814.68,688.51,928.51,717.0,872.0,761.43,929.71,613.03,747.04
760,226.6,257.92,187.92,327.92,0,0,0.0,221.39,331.39,100.37,340.37,158.47,313.47,184.41,343.2,116.02,285.75
761,79.84,137.89,67.89,207.89,0,0,0.0,6.86,116.86,0.0,120.0,25.62,180.62,93.26,206.41,0.0,170.16
762,668.79,601.14,531.14,671.14,22,0,51.72,614.34,724.34,460.57,700.57,632.59,787.59,602.6,718.26,616.75,752.07
763,518.33,409.32,339.32,479.32,33,0,-1287.23,467.93,577.93,456.12,696.12,434.22,589.22,432.85,554.75,462.82,543.82
764,12.14,0.0,0.0,70.0,0,0,0.0,0.0,63.58,0.0,140.22,12.06,167.06,0.0,100.41,0.0,115.0
765,797.59,775.73,705.73,845.73,7,0,337.0,802.48,912.48,667.73,907.73,770.44,925.44,747.2,945.85,699.23,863.66
766,882.75,858.71,788.71,928.71,5,0,229.79,845.05,955.05,721.78,961.78,865.01,1020.01,896.9,1039.5,747.52,929.0
767,253.94,227.47,157.47,297.47,8,0,348.23,265.12,375.12,78.19,318.19,150.76,305.76,258.5,400.32,253.14,387.1
768,389.06,388.85,318.85,458.85,0,2,140.41,295.68,405.68,305.87,545.87,279.81,434.81,295.69,459.08,291.61,415.54
769,146.27,148.05,78.05,218.05,0,0,0.0,0.0,104.25,31.99,271.99,79.25,234.25,58.01,189.37,62.7,246.34
770,572.71,573.71,503.71,643.71,0,0,0.0,503.77,613.77,426.47,666.47,474.93,629.93,574.33,697.27,534.48,640.77
771,954.37,950.95,880.95,1020.95,0,0,0.0,884.57,994.57,883.08,1123.08,974.9,1129.9,813.39,914.17,796.66,995.48
772,213.45,283.63,213.63,353.63,0,16,-2.97,109.01,219.01,14.71,254.71,183.13,338.13,121.77,223.99,106.81,278.95
773,28.77,49.76,0.0,119.76,0,14,402.83,0.0,55.0,0.0,182.19,0.0,134.85,0.0,122.42,0.0,148.59
774,570.45,575.43,505.43,645.43,0,0,0.0,375.84,485.84,458.41,698.41,484.29,639.29,488.58,614.05,548.77,660.1
775,19.01,0.0,0.0,70.0,0,9,171.13,0.0,55.0,0.0,184.47,0.0,144.76,0.0,68.79,0.0,168.36
776,545.43,612.89,542.89,682.89,0,12,30.51,453.89,563.89,431.65,671.65,394.58,549.58,494.11,645.93,493.84,585.79
777,844.2,792.38,722.38,862.38,11,0,199.96,855.37,965.37,727.91,967.91,819.03,974.03,834.82,919.91,786.51,981.75
778,208.47,144.09,74.09,214.09,16,0,89.97,154.76,264.76,53.46,293.46,139.61,294.61,295.55,385.46,163.38,320.76
779,652.24,637.41,567.41,707.41,0,0,0.0,550.95,660.95,467.55,707.55,586.84,741.84,651.55,794.67,534.78,641.17
780,491.78,460.26,390.26,530.26,0,0,0.0,448.63,558.63,354.23,594.23,382.15,537.15,507.4,548.54,371.33,474.46
781,277.71,302.13,232.13,372.13,0,0,0.0,256.99,366.99,149.36,389.36,217.9,372.9,299.04,390.69,186.71,338.0
782,532.85,532.51,462.51,602.51,0,0,0.0,526.47,636.47,443.37,683.37,423.88,578.88,486.43,631.02,499.47,593.4
783,810.19,764.83,694.83,834.83,0,0,0.0,694.27,804.27,750.11,990.11,703.28,858.28,721.32,844.33,705.82,872.58
784,873.04,838.98,768.98,908.98,12,0,431.32,841.98,951.98,753.45,993.45,810.57,965.57,853.79,1012.44,812.67,1017.15
785,900.84,861.25,791.25,931.25,0,0,0.0,817.84,927.84,632.13,872.13,842.8,997.8,860.98,983.02,809.86,1013.34
786,918.6,946.49,876.49,1016.49,0,13,547.47,857.34,967.34,814.69,1054.69,853.33,1008.33,858.79,941.89,859.93,1081.08
787,668.85,673.21,603.21,743.21,0,2,131.28,522.4,632.4,558.74,798.74,586.66,741.66,522.13,700.46,542.13,651.12
788,634.06,635.82,565.82,705.82,0,0,0.0,577.54,687.54,515.36,755.36,556.47,711.47,577.1,718.93,650.12,797.22
789,115.86,138.84,68.84,208.84,0,11,517.24,55.59,165.59,11.09,251.09,49.94,204.94,60.71,169.64,65.23,248.21
790,483.51,499.48,429.48,569.48,0,3,162.07,428.92,538.92,359.85,599.85,356.83,511.83,370.26,536.66,375.25,477.36
791,239.0,289.36,219.36,359.36,0,12,235.75,123.7,233.7,184.29,424.29,150.84,305.84,176.18,247.93,142.47,305.3
792,198.97,43.26,0.0,113.26,32,0,-2742.73,202.09,312.09,26.74,266.74,234.72,389.72,220.5,282.25,127.37,294.14
793,858.4,868.05,798.05,938.05,0,0,0.0,804.83,914.83,746.99,986.99,785.27,940.27,840.79,964.32,751.44,934.3
794,68.19,106.38,36.38,176.38,0,0,0.0,32.69,142.69,0.0,183.47,2.68,157.68,143.03,189.85,0.0,183.76
795,926.56,909.62,839.62,979.62,4,0,212.27,890.55,1000.55,763.2,1003.2,884.87,1039.87,872.98,1015.7,848.53,1065.66
796,540.39,584.66,514.66,654.66,0,0,0.0,467.92,577.92,390.56,630.56,538.04,693.04,486.45,570.5,562.75,679.02
797,710.56,726.28,656.28,796.28,0,0,0.0,650.23,760.23,552.02,792.02,717.97,872.97,641.16,810.79,653.14,801.3
798,726.21,811.96,741.96,881.96,0,27,-425.32,704.46,814.46,633.77,873.77,667.61,822.61,693.29,722.54,691.6,853.35
799,209.9,147.31,77.31,217.31,15,0,111.17,128.19,238.19,28.91,268.91,149.15,304.15,246.26,387.82,130.97,296.81
800,262.89,336.61,266.61,406.61,0,12,-44.68,244.48,354.48,156.54,396.54,224.56,379.56,159.07,300.38,262.17,393.78
801,797.06,798.98,728.98,868.98,0,0,0.0,759.62,869.62,640.67,880.67,736.09,891.09,744.77,856.21,733.69,910.29
802,370.76,378.23,308.23,448.23,0,0,0.0,331.26,441.26,235.35,475.35,285.84,440.84,340.54,486.5,323.06,438.78
803,156.25,201.68,131.68,271.68,0,0,0.0,138.97,248.97,80.6,320.6,55.9,210.9,152.86,283.89,45.19,233.4
804,154.26,205.52,135.52,275.52,0,18,337.4,65.28,175.28,65.88,305.88,117.0,272.0,92.12,229.31,29.96,222.15
805,237.93,250.89,180.89,320.89,0,0,0.0,242.77,352.77,209.6,449.6,139.99,294.99,78.62,271.33,100.53,274.31
806,853.11,844.9,774.9,914.9,0,0,0.0,832.69,942.69,720.34,960.34,763.42,918.42,831.3,941.97,691.46,853.15
807,462.56,447.87,377.87,517.87,5,0,276.52,478.95,588.95,326.41,566.41,400.51,555.51,472.74,577.27,432.79,519.89
808,372.58,308.76,238.76,378.76,14,0,86.52,282.57,392.57,263.18,503.18,277.3,432.3,270.34,441.78,326.27,441.16
809,942.52,947.13,877.13,1017.13,0,0,0.0,853.97,963.97,855.89,1095.89,882.56,1037.56,959.93,1081.62,886.85,1117.5
810,914.76,939.67,869.67,1009.67,0,0,0.0,799.93,909.93,807.32,1047.32,838.96,993.96,885.1,1026.47,863.32,1085.66
811,218.45,166.69,96.69,236.69,0,0,0.0,60.13,170.13,81.79,321.79,130.43,285.43,135.5,214.5,136.33,300.76
812,834.94,834.52,764.52,904.52,0,2,140.83,737.91,847.91,743.82,983.82,756.28,911.28,720.63,857.49,718.87,890.23
813,339.18,381.88,311.88,451.88,0,0,0.0,308.18,418.18,243.86,483.86,243.98,398.98,330.99,432.02,241.18,378.26
814,434.52,456.93,386.93,526.93,0,0,0.0,467.6,577.6,260.82,500.82,404.45,559.45,395.15,531.73,358.12,464.7
815,122.21,52.96,0.0,122.96,15,0,11.31,32.11,142.11,34.32,274.32,66.71,221.71,138.23,207.79,5.17,203.82
816,782.04,687.47,617.47,757.47,29,0,-712.51,723.37,833.37,653.02,893.02,793.86,948.86,691.62,804.94,809.21,1012.46
817,215.43,246.16,176.16,316.16,0,0,0.0,223.88,333.88,133.08,373.08,195.35,350.35,71.66,189.2,202.5,349.68
818,903.4,859.98,789.98,929.98,0,0,0.0,812.11,922.11,790.51,1030.51,901.24,1056.24,969.66,1110.25,861.79,1083.59
819,842.39,893.48,823.48,963.48,0,0,0.0,847.53,957.53,711.55,951.55,846.32,1001.32,845.44,979.24,706.26,873.18
820,748.24,759.58,689.58,829.58,0,0,0.0,696.66,806.66,636.52,876.52,631.4,786.4,686.54,786.43,614.63,749.21
821,236.89,200.33,130.33,270.33,13,0,434.73,237.42,347.42,223.03,463.03,268.18,423.18,118.36,289.49,239.78,377.23
822,228.9,211.09,141.09,281.09,0,0,0.0,192.57,302.57,78.9,318.9,256.16,411.16,185.07,264.78,140.74,304.03
823,124.2,150.89,80.89,220.89,0,0,0.0,76.73,186.73,0.0,223.62,68.11,223.11,150.49,242.44,58.27,243.07
824,52.96,109.18,39.18,179.18,0,11,151.59,0.0,107.65,0.0,153.71,35.81,190.81,0.0,110.85,0.0,174.49
825,400.86,391.12,321.12,461.12,0,0,0.0,297.52,407.52,310.31,550.31,335.53,490.53,366.0,470.87,419.93,510.39
826,67.97,142.08,72.08,212.08,0,26,-106.92,51.61,161.61,0.0,182.51,12.92,167.92,24.76,197.92,56.01,241.4
